0.010147,0.0071646,0.0001356
0.010582,0.0066783,0.00011045
0.011042,0.006176,9.17e-05
0.011519,0.005631,7.95e-05
0.012012,0.0054134,7.06e-05
0.012529,0.0048178,6.09e-05
0.01307,0.0044899,5.4e-05
0.013637,0.0040611,4.73e-05
0.01423,0.0037071,4.17e-05
0.014847,0.0034277,3.73e-05
0.015489,0.0032281,3.39e-05
0.016154,0.0029168,3.06e-05
0.016861,0.0026819,2.71e-05
0.017613,0.0024178,2.43e-05
0.018389,0.0021684,2.2e-05
0.019188,0.0020577,2.05e-05
0.020032,0.0018943,1.83e-05
0.020925,0.0017188,1.68e-05
0.021836,0.0015924,1.58e-05
0.022796,0.0014642,1.43e-05
0.023805,0.0013241,1.34e-05
0.024867,0.0012097,1.23e-05
0.025981,0.0011251,1.2e-05
0.02715,0.0010033,1.13e-05
0.028373,0.00090584,1.13e-05
0.029652,0.00085507,1.12e-05
0.030986,0.00076011,1.12e-05
0.032374,0.0006732,1.06e-05
0.033893,0.00064311,1.07e-05
0.035473,0.00058504,1.09e-05
0.037114,0.00051503,1.02e-05
0.038809,0.00045579,1.03e-05
0.039987,0.00043191,1.64e-05
0.040448,0.00045389,1.1e-05
0.042077,0.00041408,9.41e-06
0.043763,0.00037292,8.14e-06
0.045503,0.00034462,7.11e-06
0.047293,0.00031161,6.26e-06
0.049181,0.00028928,5.35e-06
0.051171,0.00027164,4.86e-06
0.05321,0.00024603,4.29e-06
0.055354,0.00023113,3.75e-06
0.057608,0.00021373,3.36e-06
0.0599,0.00018153,2.97e-06
0.062302,0.00017812,2.67e-06
0.064814,0.00016126,2.42e-06
0.067443,0.00014543,2.13e-06
0.070187,0.00013225,1.95e-06
0.073052,0.00011947,1.73e-06
0.076036,0.00011247,1.62e-06
0.079143,9.99e-05,1.44e-06
0.082366,9.07e-05,1.35e-06
0.085709,8.21e-05,1.23e-06
0.089335,7.3e-05,1.1e-06
0.093093,6.93e-05,1.06e-06
0.096983,6.12e-05,9.74e-07
0.10099,5.71e-05,9.64e-07
0.10511,4.69e-05,8.84e-07
0.10957,4.56e-05,8.19e-07
0.11415,4.02e-05,8.05e-07
0.11883,3.64e-05,7.54e-07
0.12391,3.31e-05,7.11e-07
0.12945,3.01e-05,6.69e-07
0.1351,2.57e-05,6.74e-07
0.14085,2.31e-05,6.44e-07
0.1471,2.03e-05,6.18e-07
0.15394,1.74e-05,6.06e-07
0.16088,1.35e-05,6.49e-07
0.16786,1.35e-05,6.61e-07
0.17549,1.14e-05,6.87e-07
0.18385,8.37e-06,7.11e-07
0.19223,9.18e-06,7.92e-07
0.20055,6.11e-06,8.17e-07
0.20962,5.08e-06,8.38e-07
0.21955,5.5e-06,8.44e-07
0.23061,1.45e-06,8.56e-07
0.24126,3.35e-06,9.71e-07
0.25175,2.93e-06,1.01e-06
0.2632,2.27e-06,1.05e-06
0.27245,2.79e-06,1.54e-06
