0.0089129,0.026183,0.00098894
0.0092763,0.02337,0.0006202
0.0096601,0.022665,0.00043572
0.010059,0.021028,0.00034127
0.010471,0.020333,0.00028395
0.010905,0.018571,0.00023533
0.011361,0.017652,0.00020598
0.011839,0.016582,0.00018048
0.01233,0.015104,0.00016164
0.012832,0.013969,0.00014429
0.013366,0.012928,0.00012484
0.013933,0.011933,0.00011027
0.014524,0.011256,9.8768e-05
0.015137,0.010647,8.9494e-05
0.015772,0.0099186,8.0988e-05
0.016426,0.0091619,7.403e-05
0.017118,0.0084212,6.5554e-05
0.01785,0.0078091,6.0438e-05
0.0186,0.0072013,5.5701e-05
0.019392,0.006665,5.0074e-05
0.020227,0.0060868,4.6131e-05
0.021077,0.0056335,4.3439e-05
0.021969,0.0052239,3.962e-05
0.022904,0.0048204,3.7601e-05
0.023884,0.004456,3.4629e-05
0.024909,0.0041515,3.3502e-05
0.025981,0.0037361,3.1083e-05
0.027098,0.0034571,3.1034e-05
0.028262,0.0031518,2.9914e-05
0.02947,0.002903,3.0877e-05
0.030723,0.002651,2.9872e-05
0.032086,0.0024509,2.8794e-05
0.033499,0.0022607,2.9997e-05
0.034958,0.0020213,2.8978e-05
0.036551,0.0018707,2.7718e-05
0.038193,0.0017036,2.8187e-05
0.03966,0.0016047,3.182e-05
0.041046,0.0015417,3.4531e-05
0.042647,0.0014506,2.9983e-05
0.044297,0.0013397,2.5977e-05
0.045991,0.0012195,2.2507e-05
0.047773,0.0010987,1.9042e-05
0.049647,0.0010238,1.6842e-05
0.051562,0.00097373,1.5175e-05
0.053572,0.00088782,1.302e-05
0.055679,0.00081422,1.1537e-05
0.05789,0.00074705,9.9559e-06
0.060205,0.00068278,8.9065e-06
0.062547,0.0006334,8.0422e-06
0.06499,0.00056109,6.8856e-06
0.067533,0.00052433,6.3624e-06
0.070181,0.00047509,5.59e-06
0.07293,0.000431,5.0887e-06
0.075781,0.00039529,4.5034e-06
0.078867,0.0003594,3.9417e-06
0.082067,0.00033049,3.6759e-06
0.085385,0.00029873,3.2718e-06
0.08881,0.00026294,3.0252e-06
0.092342,0.0002458,2.7534e-06
0.096167,0.00021715,2.4594e-06
0.10011,0.00020074,2.3875e-06
0.10415,0.00017324,2.155e-06
0.10853,0.00015356,1.9399e-06
0.11302,0.00013786,1.8782e-06
0.11761,0.00012198,1.7088e-06
0.12258,0.00010732,1.5709e-06
0.12764,9.3633e-05,1.5558e-06
0.13276,8.2586e-05,1.4464e-06
0.1383,7.0347e-05,1.3487e-06
0.14433,6.2251e-05,1.2682e-06
0.15041,5.6728e-05,1.31e-06
0.1565,4.699e-05,1.2665e-06
0.16311,4.0344e-05,1.2412e-06
0.1703,3.3517e-05,1.2525e-06
0.17815,3.1989e-05,1.2979e-06
0.18601,1.9621e-05,1.4174e-06
0.19378,1.9805e-05,1.4218e-06
0.20224,1.2288e-05,1.4646e-06
0.21148,8.3803e-06,1.5089e-06
0.22159,7.0198e-06,1.4946e-06
0.23132,7.9499e-06,1.6892e-06
0.24119,4.6358e-06,1.7245e-06
0.25167,3.1117e-06,1.7525e-06
