0.0089285,6.708e-05,4.1023e-05
0.0093216,-3.0855e-05,2.1933e-05
0.0097281,2.8835e-05,2.0709e-05
0.010153,4.1858e-05,1.7011e-05
0.010604,4.7383e-05,1.3619e-05
0.011074,2.28e-05,1.1225e-05
0.011563,3.7989e-05,1.0698e-05
0.01208,3.2641e-05,8.94e-06
0.012613,5.1468e-05,9.4028e-06
0.013163,2.2287e-05,7.1996e-06
0.013738,2.8232e-05,7.0047e-06
0.01434,1.5726e-05,6.0124e-06
0.014967,9.5023e-06,4.9853e-06
0.015637,1.3325e-05,4.4903e-06
0.016352,1.5423e-05,4.4491e-06
0.017097,1.9892e-05,4.1322e-06
0.017871,2.1228e-05,4.0183e-06
0.018671,1.1548e-05,3.4556e-06
0.019521,9.4504e-06,3.3711e-06
0.020425,9.6027e-06,3.2071e-06
0.021354,9.5628e-06,2.9559e-06
0.022304,1.1345e-05,2.9037e-06
0.023307,7.7033e-07,2.5595e-06
0.024363,1.086e-05,2.8061e-06
0.025476,3.9434e-06,2.5085e-06
0.026647,1.7337e-05,2.933e-06
0.027879,9.4808e-06,2.7762e-06
0.029171,1.4029e-05,3.1298e-06
0.030525,3.0676e-06,2.8922e-06
0.03194,4.8405e-06,3.1587e-06
0.033418,6.4742e-06,3.3112e-06
0.034953,3.9054e-06,3.5404e-06
0.036545,5.3659e-06,3.6353e-06
0.03829,3.774e-06,3.4423e-06
0.040097,3.2469e-06,3.6329e-06
0.041963,9.2544e-07,3.5322e-06
0.044012,7.0579e-06,3.9923e-06
0.046121,8.6407e-06,4.4853e-06
