0.010146,0.00028303,1.54e-05
0.010582,0.00026456,1.26e-05
0.011042,0.0002309,1.03e-05
0.011519,0.00021326,9e-06
0.012011,0.00021502,8.22e-06
0.012528,0.00019105,7.09e-06
0.01307,0.00018326,6.48e-06
0.013637,0.00015718,5.57e-06
0.014229,0.00015341,5.12e-06
0.014846,0.00013556,4.52e-06
0.015488,0.00011292,3.98e-06
0.016154,0.00011796,3.86e-06
0.016861,0.00010916,3.41e-06
0.017612,9.58e-05,3.12e-06
0.018389,9.09e-05,2.94e-06
0.019187,8.55e-05,2.72e-06
0.020032,7.43e-05,2.4e-06
0.020924,6.48e-05,2.23e-06
0.021836,6.56e-05,2.15e-06
0.022795,5.86e-05,1.95e-06
0.023804,5.1e-05,1.84e-06
0.024866,4.79e-05,1.74e-06
0.025979,4.4e-05,1.71e-06
0.027148,3.96e-05,1.65e-06
0.028371,3.86e-05,1.73e-06
0.029651,3.47e-05,1.71e-06
0.030984,3.09e-05,1.79e-06
0.032372,2.68e-05,1.77e-06
0.03389,3.13e-05,1.83e-06
0.03547,2.58e-05,1.92e-06
0.037111,2.29e-05,1.84e-06
0.038806,1.62e-05,1.86e-06
0.040321,2.05e-05,2.24e-06
